GID_2,NAME_2,NAME_1,region,GAUL_ADM2_NAME,GAUL_ADM1_NAME,NDVI_mean,NDVI_stdDev,NDBI_mean,NDBI_stdDev,urban_gradient_mean,n_lethal,n_protest,n_routine,log_n_routine,log_n_protest
IDN.11.10_1,Kediri,JawaTimur,Java,Kediri,Jawa Timur,0.5389691344510626,0.1214390678880116,-0.1417974537417813,0.10254106242877045,-0.6807665881928464,0,77,2,0.4771,1.8921
IDN.11.13_1,KotaMadiun,JawaTimur,Java,Kota Madiun,Jawa Timur,0.4971464524399909,0.12814664334302583,-0.08744309691180925,0.12964161400408836,-0.5845895493517987,0,17,0,0.0,1.2553
IDN.11.14_1,KotaMalang,JawaTimur,Java,Malang,Jawa Timur,0.5353450977421972,0.1564798009821643,-0.13900113912400291,0.12240018084696555,-0.6744552173238443,0,151,3,0.6021,2.1818
IDN.11.15_1,KotaMojokerto,JawaTimur,Java,Kota Mojokerto,Jawa Timur,0.5072185736151323,0.13626901305761513,-0.1307447246970176,0.1127198039772446,-0.6379614911874065,0,42,0,0.0,1.6335
IDN.11.16_1,KotaPasuruan,JawaTimur,Java,Kota Pasuruan,Jawa Timur,0.5070862117564171,0.16424502112577472,-0.1830771490876963,0.1287289626008926,-0.6901633608441129,0,26,0,0.0,1.4314
IDN.11.17_1,KotaProbolinggo,JawaTimur,Java,Kota Probolinggo,Jawa Timur,0.5838088445330261,0.14685762994655024,-0.2020892465528416,0.1098701239043318,-0.7858958477637098,0,27,0,0.0,1.4472
IDN.11.18_1,Lamongan,JawaTimur,Java,Lamongan,Jawa Timur,0.44644287749708,0.1271775169745007,-0.0764384857842481,0.1337284039228458,-0.5228813632813364,0,47,0,0.0,1.6812
IDN.11.19_1,Lumajang,JawaTimur,Java,Lumajang,Jawa Timur,0.6712735117128853,0.149603667717476,-0.2635369215670751,0.0945881889086036,-0.9348104332799594,0,31,0,0.0,1.5051
IDN.11.21_1,Magetan,JawaTimur,Java,Magetan,Jawa Timur,0.5613981262524395,0.1289970152524462,-0.1518095224785651,0.1135585566175876,-0.7132076487310026,0,5,0,0.0,0.7782
IDN.11.24_1,Nganjuk,JawaTimur,Java,Nganjuk,Jawa Timur,0.5525115661269383,0.12540947314364,-0.130217410241875,0.1284245732819825,-0.6827289763688205,0,8,0,0.0,0.9542
IDN.11.25_1,Ngawi,JawaTimur,Java,Ngawi,Jawa Timur,0.5485707724380405,0.1353375166353515,-0.1306079520058286,0.1362498085883113,-0.6791787244438641,0,3,0,0.0,0.6021
IDN.11.26_1,Pacitan,JawaTimur,Java,Pacitan,Jawa Timur,0.6326268464738452,0.1358929609047356,-0.1916963105155345,0.1067346265176681,-0.8247537666469879,0,6,0,0.0,0.8451
IDN.11.27_1,Pamekasan,JawaTimur,Java,Pamekasan,Jawa Timur,0.4778252106245877,0.2113755720155006,-0.0817874147795123,0.1152483349466924,-0.559612625404097,0,59,2,0.4771,1.7782
IDN.11.29_1,Ponorogo,JawaTimur,Java,Ponorogo,Jawa Timur,0.5754940286723782,0.11815813489421,-0.1554140219774894,0.1023540891667258,-0.7309080506498653,0,22,0,0.0,1.3617
IDN.11.31_1,Sampang,JawaTimur,Java,Sampang,Jawa Timur,0.4937250480792433,0.2086468520715851,-0.0769918024867293,0.1111143774954782,-0.5707168505659737,0,31,4,0.699,1.5051
IDN.11.32_1,Sidoarjo,JawaTimur,Java,Sidoarjo,Jawa Timur,0.4498420819902107,0.1499606755502085,-0.1286974827980262,0.1187656606589842,-0.5785395647882376,0,60,1,0.301,1.7853
IDN.11.33_1,Situbondo,JawaTimur,Java,Situbondo,Jawa Timur,0.6189372517054329,0.1925881871559963,-0.2019725295020473,0.1275311784543703,-0.8210465101889891,0,30,0,0.0,1.4914
IDN.11.34_1,Sumenep,JawaTimur,Java,Sumenep,Jawa Timur,0.4853827733509173,0.255062451190348,-0.1102077932808147,0.1753019612698383,-0.599088043302482,0,62,0,0.0,1.7993
IDN.11.35_1,Surabaya,JawaTimur,Java,Kota Surabaya,Jawa Timur,0.2965645854432687,0.1432649147257698,-0.0365850945194585,0.1257963011125881,-0.3331496799627265,0,329,7,0.9031,2.5185
IDN.11.36_1,Trenggalek,JawaTimur,Java,Trenggalek,Jawa Timur,0.5986059599533161,0.165106537134441,-0.2287237961681971,0.1086801382148071,-0.8278121819600358,0,28,0,0.0,1.4624
IDN.11.37_1,Tuban,JawaTimur,Java,Tuban,Jawa Timur,0.4199965322171666,0.1631394922368057,-0.0099184581522137,0.1321381895367807,-0.4299149903693822,0,37,3,0.6021,1.5798
IDN.11.38_1,Tulungagung,JawaTimur,Java,Tulungagung,Jawa Timur,0.5493366514301102,0.1422004649517946,-0.1866046771945333,0.0946509831709162,-0.7360241458814157,0,34,0,0.0,1.5441
IDN.12.1_1,Bengkayang,KalimantanBarat,Kalimantan,Bengkayang,Kalimantan Barat,0.7712247053775265,0.149484486938911,-0.3388828689646007,0.0943744804061052,-1.1101491028622172,0,4,0,0.0,0.699
IDN.12.2_1,KapuasHulu,KalimantanBarat,Kalimantan,Kapuas Hulu,Kalimantan Barat,0.7493167001773201,0.1912905203511082,-0.3727148217439412,0.1114661307327217,-1.1219523272832177,0,5,0,0.0,0.7782
IDN.12.4_1,Ketapang,KalimantanBarat,Kalimantan,Ketapang,Kalimantan Barat,0.7499455942468558,0.1985079815569332,-0.3495088950933677,0.1298407750714839,-1.0992458345417129,0,23,0,0.0,1.3802
IDN.12.5_1,KotaPontianak,KalimantanBarat,Kalimantan,Pontianak,Kalimantan Barat,0.6824080897421896,0.20285393922572864,-0.29501999918026606,0.1352749142955209,-0.9774279114124663,0,81,3,0.6021,1.9138
IDN.12.7_1,Landak,KalimantanBarat,Kalimantan,Landak,Kalimantan Barat,0.7877457633706143,0.120609739340767,-0.3405297708089414,0.0856939377187493,-1.1282703876466764,0,3,0,0.0,0.6021
IDN.12.8_1,Melawi,KalimantanBarat,Kalimantan,Melawi,Kalimantan Barat,0.700227416930594,0.1971187068300724,-0.3495084479728552,0.085616686096078,-1.049728272687325,0,1,0,0.0,0.301
IDN.12.10_1,Sambas,KalimantanBarat,Kalimantan,Sambas,Kalimantan Barat,0.6910573837377514,0.2508349417328451,-0.3299065330698519,0.1322062511914395,-1.0219922851215877,0,10,0,0.0,1.0414
IDN.12.11_1,Sanggau,KalimantanBarat,Kalimantan,Sanggau,Kalimantan Barat,0.772497874447758,0.1615152670879115,-0.3476455991142435,0.097860910930087,-1.1201341263333608,0,2,0,0.0,0.4771
IDN.12.12_1,Sekadau,KalimantanBarat,Kalimantan,Sekadau,Kalimantan Barat,0.7622320808430391,0.1471390468410034,-0.3440095736620047,0.0791044004156634,-1.1062268412054068,0,3,0,0.0,0.6021
IDN.12.13_1,Singkawang,KalimantanBarat,Kalimantan,Kota Singkawang,Kalimantan Barat,0.6953046314548142,0.2298666367698076,-0.3108819437090326,0.1300163696437137,-1.0062237338038431,0,12,0,0.0,1.1139
IDN.12.14_1,Sintang,KalimantanBarat,Kalimantan,Sintang,Kalimantan Barat,0.6944702057310712,0.1958263602416028,-0.3269997289640295,0.0994616976077529,-1.021416079816431,0,34,0,0.0,1.5441
IDN.13.1_1,Balangan,KalimantanSelatan,Kalimantan,Balangan,Kalimantan Selatan,0.6477093021723387,0.2609574118729535,-0.2462499634977879,0.1402713521564567,-0.8934477850366085,0,1,0,0.0,0.301
IDN.13.3_1,Banjar,KalimantanSelatan,Kalimantan,Banjar,Kalimantan Selatan,0.6255086213779844,0.1954712415939909,-0.1947878379584242,0.1516415747999278,-0.8202757579051404,0,6,0,0.0,0.8451
IDN.13.2_1,BanjarBaru,KalimantanSelatan,Kalimantan,Kota Banjarbaru,Kalimantan Selatan,0.5490567610851556,0.1317539296218044,-0.0878319080003127,0.1163679447592329,-0.6368886690854676,0,20,0,0.0,1.3222
IDN.13.4_1,Banjarmasin,KalimantanSelatan,Kalimantan,Kota Banjarmasin,Kalimantan Selatan,0.5084158111642252,0.2153051305057465,-0.1614912698235223,0.1695498172451656,-0.6699070809877473,0,106,4,0.699,2.0294
IDN.13.5_1,BaritoKuala,KalimantanSelatan,Kalimantan,Baritokuala,Kalimantan Selatan,0.640789231075921,0.1598969416238245,-0.1994224511941721,0.1323547490997533,-0.8402116822700929,0,5,0,0.0,0.7782
IDN.13.6_1,HuluSungaiSelatan,KalimantanSelatan,Kalimantan,Hulusungai Selatan,Kalimantan Selatan,0.5491461196801594,0.2228062207786297,-0.1357599761398829,0.1535888682758837,-0.6847757916118078,0,1,0,0.0,0.301
IDN.13.7_1,HuluSungaiTengah,KalimantanSelatan,Kalimantan,Hulusungai Tengah,Kalimantan Selatan,0.6140107255089836,0.2320153416152157,-0.2049288124334781,0.1455143046010606,-0.8184667024860831,0,10,0,0.0,1.0414
IDN.13.8_1,HuluSungaiUtara,KalimantanSelatan,Kalimantan,Hulusungai Utara,Kalimantan Selatan,0.567267023955435,0.1535573890515975,-0.1357544788079004,0.1241508232743667,-0.7029906371486375,0,3,0,0.0,0.6021
IDN.13.9_1,KotaBaru,KalimantanSelatan,Kalimantan,Kota Baru,Kalimantan Selatan,0.6547253601420258,0.2701755689988331,-0.2833624903186139,0.1423731227893429,-0.9375100698941906,0,7,0,0.0,0.9031
IDN.13.10_1,Tabalong,KalimantanSelatan,Kalimantan,Tabalong,Kalimantan Selatan,0.6873191150834691,0.2011716889430814,-0.2384701431534189,0.1362671647405681,-0.9257687326581904,0,6,0,0.0,0.8451
IDN.13.11_1,TanahBumbu,KalimantanSelatan,Kalimantan,Tanahbumbu,Kalimantan Selatan,0.6369905819543915,0.2686601334986677,-0.2437633964690354,0.1480597348551978,-0.8804136039717998,0,1,0,0.0,0.301
IDN.13.12_1,TanahLaut,KalimantanSelatan,Kalimantan,Tanahlaut,Kalimantan Selatan,0.543095413776408,0.2956265698626558,-0.211245854238205,0.1536600915433534,-0.7543511399570404,0,12,0,0.0,1.1139
IDN.13.13_1,Tapin,KalimantanSelatan,Kalimantan,Tapin,Kalimantan Selatan,0.5981603538916821,0.1748490635883849,-0.1394572118527868,0.1505613639946557,-0.7375819999335749,0,9,0,0.0,1.0
IDN.14.1_1,BaritoSelatan,KalimantanTengah,Kalimantan,Barito Selatan,Kalimantan Tengah,0.5599641623588881,0.2216666149324699,-0.2756519614511993,0.1315202768952615,-0.8356161238100827,0,0,0,0.0,0.0
IDN.14.2_1,BaritoTimur,KalimantanTengah,Kalimantan,Barito Timur,Kalimantan Tengah,0.6963989914334116,0.1331845481294795,-0.2533766316731717,0.1131908445346813,-0.9497718211528196,0,1,0,0.0,0.301
IDN.14.3_1,BaritoUtara,KalimantanTengah,Kalimantan,Barito Utara,Kalimantan Tengah,0.1504554412035072,0.135095263841134,-0.3247380123544086,0.098679243060636,-0.4751900269734519,0,0,0,0.0,0.0
IDN.14.4_1,GunungMas,KalimantanTengah,Kalimantan,Gunungmas,Kalimantan Tengah,0.2882561881926667,0.1708998591264194,-0.3114678290323609,0.0713023851878483,-0.599724017225028,0,1,0,0.0,0.301
IDN.14.5_1,Kapuas,KalimantanTengah,Kalimantan,Kapuas,Kalimantan Tengah,0.6042026895010066,0.2362028934240409,-0.3012083034736202,0.1146610078461232,-0.9054109929746352,0,4,0,0.0,0.699
IDN.14.6_1,Katingan,KalimantanTengah,Kalimantan,Katingan,Kalimantan Tengah,0.6959530501261795,0.1961188256190459,-0.3768703127526029,0.1128740427703346,-1.0728117009335771,0,0,0,0.0,0.0
IDN.14.7_1,KotawaringinBarat,KalimantanTengah,Kalimantan,Kotawaringin Barat,Kalimantan Tengah,0.6859909502172961,0.2400795500652003,-0.3315107971034114,0.134614780538687,-1.0167466655372233,0,4,0,0.0,0.699
IDN.14.8_1,KotawaringinTimur,KalimantanTengah,Kalimantan,Kotawaringin Timur,Kalimantan Tengah,0.6675552450774604,0.2104956297726521,-0.2941638783653156,0.1270162780127739,-0.9617421511428356,0,11,0,0.0,1.0792
IDN.14.9_1,Lamandau,KalimantanTengah,Kalimantan,Lamandau,Kalimantan Tengah,0.7473924547859658,0.1787112969546199,-0.3397621403131216,0.1068473202612875,-1.08714373976834,0,2,0,0.0,0.4771
IDN.14.10_1,MurungRaya,KalimantanTengah,Kalimantan,Murungraya,Kalimantan Tengah,0.2251592923621389,0.1863783021160446,-0.4640752890535777,0.1038595940105962,-0.6892348555688957,0,1,0,0.0,0.301
IDN.14.11_1,PalangkaRaya,KalimantanTengah,Kalimantan,Kota Palangkaraya,Kalimantan Tengah,0.7237827424338613,0.1305532302115376,-0.3516604185543753,0.1184277602432438,-1.0754431609882482,1,69,0,0.0,1.8451
IDN.14.12_1,PulangPisau,KalimantanTengah,Kalimantan,Pulangpisau,Kalimantan Tengah,0.7359437818091512,0.1352389744980894,-0.3541009783485524,0.1167874394995856,-1.0900447601576833,0,0,0,0.0,0.0
IDN.14.13_1,Seruyan,KalimantanTengah,Kalimantan,Seruyan,Kalimantan Tengah,0.6608433224034992,0.2249701162677573,-0.2950355425911395,0.1294879099771173,-0.9560114849162734,0,4,0,0.0,0.699
IDN.14.14_1,Sukamara,KalimantanTengah,Kalimantan,Sukamara,Kalimantan Tengah,0.6143747056212776,0.3413212844927224,-0.2760388455985252,0.1908414053233199,-0.888847503595973,0,0,0,0.0,0.0
IDN.34.1_1,Balikpapan,KalimantanTimur,Kalimantan,Kota Balikpapan,Kalimantan Timur,0.4634332447584688,0.2995676149230873,-0.2062990801713896,0.1500737711704431,-0.6696123012433143,0,74,2,0.4771,1.8751
IDN.34.2_1,Berau,KalimantanTimur,Kalimantan,Berau,Kalimantan Timur,0.7018651382685072,0.2810077967796562,-0.3437476119441648,0.1354631750153475,-1.045530301536309,0,21,0,0.0,1.3424
IDN.34.3_1,Bontang,KalimantanTimur,Kalimantan,Kota Bontang,Kalimantan Timur,0.6469529444389016,0.2876242029883536,-0.3141406712328606,0.1418935873386211,-0.9600712383484392,0,16,0,0.0,1.2304
IDN.34.5_1,KutaiBarat,KalimantanTimur,Kalimantan,Kutai Barat,Kalimantan Timur,0.5838729570116153,0.2842557267132975,-0.3205865709927945,0.1168217294766345,-0.9044327810567416,0,5,0,0.0,0.7782
IDN.34.6_1,KutaiKartanegara,KalimantanTimur,Kalimantan,Kutai Kartanegara,Kalimantan Timur,0.6957677419058583,0.2499527794179981,-0.3112508404761007,0.1370862915282164,-1.0069449085033528,0,17,0,0.0,1.2553
IDN.34.7_1,KutaiTimur,KalimantanTimur,Kalimantan,Kutai Timur,Kalimantan Timur,0.7130842248427524,0.2418774114112954,-0.3239824776223267,0.1171327513613296,-1.0370583072533903,0,10,0,0.0,1.0414
IDN.34.10_1,Paser,KalimantanTimur,Kalimantan,Pasir,Kalimantan Timur,0.6894407969991141,0.2175805446022891,-0.2581075910757735,0.1475241757713483,-0.9473910079734834,0,13,0,0.0,1.1461
IDN.34.11_1,PenajamPaserUtara,KalimantanTimur,Kalimantan,Penajam Paser Utara,Kalimantan Timur,0.528983028183301,0.2781812810276968,-0.2851720831093114,0.1271040182306252,-0.8140916022501521,0,14,1,0.301,1.1761
IDN.34.12_1,Samarinda,KalimantanTimur,Kalimantan,Kota Samarinda,Kalimantan Timur,0.5277867059858702,0.3063139754251259,-0.2367316583478717,0.1383064997989482,-0.7644250249036046,0,150,6,0.8451,2.179
IDN.16.1_1,Batam,KepulauanRiau,Sumatra,Kota Batam,Kepulauan-riau,0.4598520410969731,0.3689523013058471,-0.2300323321325074,0.2352790852478181,-0.6908962649573556,0,124,9,1.0,2.0969
IDN.16.3_1,Karimun,KepulauanRiau,Sumatra,Karimun,Kepulauan-riau,0.5769687461253383,0.3902870760080661,-0.2926297336382532,0.1884392151780935,-0.8695139685180393,0,9,0,0.0,1.0
IDN.16.5_1,Lingga,KepulauanRiau,Sumatra,Lingga,Kepulauan-riau,0.6742977570969747,0.3229414148628781,-0.3585286958067487,0.1722797743193713,-1.0342105888489828,0,2,0,0.0,0.4771
IDN.16.6_1,Natuna,KepulauanRiau,Sumatra,Natuna,Kepulauan-riau,0.7025852485808068,0.2574791230203292,-0.3350868493375256,0.2004006041462049,-1.0448622027297068,0,6,0,0.0,0.8451
IDN.16.7_1,Tanjungpinang,KepulauanRiau,Sumatra,Kota Tanjungpinang,Kepulauan-riau,0.3969408539855248,0.3167988746768198,-0.274270329968742,0.1640266014716225,-0.6687925154629201,0,41,2,0.4771,1.6232
IDN.17.1_1,BandarLampung,Lampung,Sumatra,Kota Bandarlampung,Lampung,0.5235402929121601,0.220225350130666,-0.1317551934303914,0.1504126078666099,-0.6553675753302267,0,87,3,0.6021,1.9445
IDN.17.2_1,LampungBarat,Lampung,Sumatra,Lampung Barat,Lampung,0.7321875232888336,0.1911285283170763,-0.3049589279942756,0.1308226857060088,-1.038680719708542,0,1,0,0.0,0.301
IDN.17.3_1,LampungSelatan,Lampung,Sumatra,Lampung Selatan,Lampung,0.5621346064805027,0.2056551300162078,-0.1675520201133195,0.1331465058843902,-0.7311993423373687,0,23,0,0.0,1.3802
IDN.17.4_1,LampungTengah,Lampung,Sumatra,Lampung Tengah,Lampung,0.5803814868368735,0.176090479213806,-0.1647716400033725,0.1294686310017937,-0.7451087329543552,0,13,1,0.301,1.1461
IDN.17.5_1,LampungTimur,Lampung,Sumatra,Lampung Timur,Lampung,0.5713544925910227,0.2015467233187307,-0.1962622387880888,0.1246888337122773,-0.7676240530276998,0,13,0,0.0,1.1461
IDN.17.6_1,LampungUtara,Lampung,Sumatra,Lampung Utara,Lampung,0.7219900528501186,0.1486319987434369,-0.2394110703314236,0.1036347425967298,-0.9614011231815384,0,17,0,0.0,1.2553
IDN.17.8_1,Metro,Lampung,Sumatra,Kota Metro,Lampung,0.4835488424677571,0.0898236368601313,-0.0657136777734964,0.0706553214125804,-0.5492625202412547,0,4,0,0.0,0.699
IDN.17.11_1,Tanggamus,Lampung,Sumatra,Tanggamus,Lampung,0.6750413748355947,0.1760375217965731,-0.2477624811688425,0.1145313147579574,-0.9236377519610652,0,0,0,0.0,0.0
IDN.17.13_1,Tulangbawang,Lampung,Sumatra,Tulangbawang,Lampung,0.6230597576740616,0.205430514759326,-0.2160158354123937,0.1179724938937921,-0.839110318850367,0,3,0,0.0,0.6021
IDN.17.14_1,WayKanan,Lampung,Sumatra,Waykanan,Lampung,0.7618497675126105,0.1269002103302698,-0.2718744004180192,0.0864488455878535,-1.033721651632026,0,5,0,0.0,0.7782
IDN.19.1_1,Ambon,Maluku,Maluku & Papua,Kota Ambon,Maluku,0.3259637836739263,0.3153303522481308,-0.2343223040985321,0.158858556670907,-0.5687679172371601,0,160,12,1.1139,2.2068
IDN.19.4_1,KepulauanAru,Maluku,Maluku & Papua,Kepulauan-aru,Maluku,0.70438455164839,0.2887527594816668,-0.3857395650979583,0.1583058787830758,-1.0908656375733643,0,5,0,0.0,0.7782
IDN.19.6_1,MalukuTengah,Maluku,Maluku & Papua,Maluku Tengah,Maluku,0.6984714598671214,0.2690008663311961,-0.3577593073907928,0.1385304530772414,-1.06053450184622,0,15,0,0.0,1.2041
IDN.19.8_1,MalukuTenggara,Maluku,Maluku & Papua,Maluku Tenggara,Maluku,0.4554086084458784,0.3526500627177524,-0.2303779034487791,0.2301452861653919,-0.7021932538645492,0,12,1,0.301,1.1139
IDN.19.7_1,MalukuTenggaraBarat,Maluku,Maluku & Papua,Maluku Tenggara Barat,Maluku,0.6984422456763452,0.2487657553350501,-0.299051536924111,0.1980007554330393,-1.002453987407019,0,0,0,0.0,0.0
IDN.19.9_1,SeramBagianBarat,Maluku,Maluku & Papua,Seram Bagian Barat,Maluku,0.6930199393475992,0.2986620800480871,-0.3591298161032334,0.1691782553093105,-1.0585080411896284,0,10,0,0.0,1.0414
IDN.19.10_1,SeramBagianTimur,Maluku,Maluku & Papua,Seram Bagian Timur,Maluku,0.6729815823022356,0.2768820552639986,-0.3424346810851137,0.1562602719932857,-1.0174556070227745,0,7,0,0.0,0.9031
IDN.18.1_1,HalmaheraBarat,MalukuUtara,Maluku & Papua,Halmahera Barat,Maluku Utara,0.7774461379792601,0.1764484586131113,-0.3817825336294542,0.131148432614187,-1.1608110602332578,0,6,0,0.0,0.8451
IDN.18.2_1,HalmaheraSelatan,MalukuUtara,Maluku & Papua,Halmahera Selatan,Maluku Utara,0.6297807572543065,0.289331143684114,-0.300707508214979,0.2292729548794137,-0.9478859597375427,0,26,0,0.0,1.4314
IDN.18.3_1,HalmaheraTengah,MalukuUtara,Maluku & Papua,Halmahera Tengah,Maluku Utara,0.701326435405934,0.2384219366126816,-0.3462237177701496,0.1309007091196996,-1.0521097021549886,0,4,1,0.301,0.699
IDN.18.4_1,HalmaheraTimur,MalukuUtara,Maluku & Papua,Halmahera Timur,Maluku Utara,0.588152305976429,0.2926396089129111,-0.3063716689949704,0.1784363573010144,-0.9052574503556212,0,5,0,0.0,0.7782
IDN.18.5_1,HalmaheraUtara,MalukuUtara,Maluku & Papua,Halmahera Utara,Maluku Utara,0.7380381872307464,0.2138900073473237,-0.3593889260345934,0.1232939725549665,-1.099901407411021,0,5,0,0.0,0.7782
IDN.18.6_1,KepulauanSula,MalukuUtara,Maluku & Papua,Kepulauan-sula,Maluku Utara,0.6549776175550565,0.2923978608284917,-0.3696769417115994,0.1420795560286515,-1.028894192179869,0,1,0,0.0,0.301
IDN.18.8_1,Ternate,MalukuUtara,Maluku & Papua,Kota Ternate,Maluku Utara,0.5479701232542584,0.2758244643452697,-0.2133286461310369,0.2650677380582649,-0.7817458552865796,0,76,8,0.9542,1.8865
IDN.20.1_1,Bima,NusaTenggaraBarat,Bali & NT,Bima,Nusatenggara Barat,0.5649301235185925,0.20557531502409135,-0.12270681164020329,0.18149081941193385,-0.6916788730572098,1,54,8,0.9542,1.7404
IDN.20.2_1,Dompu,NusaTenggaraBarat,Bali & NT,Dompu,Nusatenggara Barat,0.6064011932372421,0.1987413430862964,-0.1613206441718916,0.1857780141818259,-0.7705919091773662,0,33,0,0.0,1.5315
IDN.20.4_1,LombokBarat,NusaTenggaraBarat,Bali & NT,Lombok Barat,Nusatenggara Barat,0.6607434693083961,0.2120049847932055,-0.2455543336293001,0.1738591749176405,-0.9138609962564826,0,13,0,0.0,1.1461
IDN.20.5_1,LombokTengah,NusaTenggaraBarat,Bali & NT,Lombok Tengah,Nusatenggara Barat,0.5579439397077555,0.1880858999947593,-0.1461432037270626,0.1537904772944035,-0.7064570522783948,0,44,0,0.0,1.6532
IDN.20.6_1,LombokTimur,NusaTenggaraBarat,Bali & NT,Lombok Timur,Nusatenggara Barat,0.6163221680615687,0.2271186586547963,-0.1844148018806859,0.2089864047495036,-0.8122781384893044,0,32,1,0.301,1.5185
IDN.20.8_1,Mataram,NusaTenggaraBarat,Bali & NT,Kota Mataram,Nusatenggara Barat,0.4386042769372696,0.1457297065148804,-0.0896119230779338,0.1250689196148559,-0.5282162000152031,0,93,8,0.9542,1.9731
IDN.20.10_1,Sumbawa,NusaTenggaraBarat,Bali & NT,Sumbawa,Nusatenggara Barat,0.646394406186317,0.2192856277599427,-0.2267636932413596,0.1788865822477089,-0.8772198493398704,0,5,0,0.0,0.7782
IDN.20.9_1,SumbawaBarat,NusaTenggaraBarat,Bali & NT,Sumbawa Barat,Nusatenggara Barat,0.7345967411944421,0.1842234634827287,-0.2932787029089677,0.1633868729643052,-1.0312966568550304,1,3,0,0.0,0.6021
IDN.21.1_1,Alor,NusaTenggaraTimur,Bali & NT,Alor,Nusatenggara Timur,0.6868242353654046,0.1771119137652277,-0.1995125719025964,0.2096283974381067,-0.898154182485481,0,7,2,0.4771,0.9031
IDN.21.2_1,Belu,NusaTenggaraTimur,Bali & NT,Belu,Nusatenggara Timur,0.5963234183980315,0.1439553001930706,-0.1173838904630162,0.1240965155160584,-0.7137073088610465,0,13,0,0.0,1.1461
IDN.21.3_1,Ende,NusaTenggaraTimur,Bali & NT,Ende,Nusatenggara Timur,0.7232135147134898,0.1607626135008202,-0.2583100142929737,0.1759926399745758,-0.9949740553784676,0,12,0,0.0,1.1139
IDN.21.4_1,FloresTimur,NusaTenggaraTimur,Bali & NT,Flores Timur,Nusatenggara Timur,0.6991047910102449,0.1729172534908172,-0.2167963464726004,0.2383551659700311,-0.9406746723178212,0,10,0,0.0,1.0414
IDN.21.5_1,KotaKupang,NusaTenggaraTimur,Bali & NT,Kupang,Nusatenggara Timur,0.5027144952297598,0.16602477549811495,-0.0784897710359555,0.11103308975739834,-0.5812541855438642,0,113,4,0.699,2.0569
IDN.21.7_1,Lembata,NusaTenggaraTimur,Bali & NT,Lembata,Nusatenggara Timur,0.6358309931298517,0.2077519187410953,-0.1531348778753905,0.2347785633480935,-0.8132479712079537,0,8,0,0.0,0.9542
IDN.21.10_1,Manggarai,NusaTenggaraTimur,Bali & NT,Manggarai,Nusatenggara Timur,0.7688888650194605,0.1306578614312227,-0.2743106859596214,0.1314339979696466,-1.0462102574605214,0,8,3,0.6021,0.9542
IDN.21.8_1,ManggaraiBarat,NusaTenggaraTimur,Bali & NT,Manggarai Barat,Nusatenggara Timur,0.7082260277392027,0.208672354787896,-0.2154078533500469,0.2074168128760301,-0.9283519439607072,0,20,1,0.301,1.3222
IDN.21.12_1,Ngada,NusaTenggaraTimur,Bali & NT,Ngada,Nusatenggara Timur,0.6589178934731645,0.1494265573479436,-0.1709927318220003,0.1722256803708121,-0.8376144176276956,0,3,0,0.0,0.6021
IDN.21.13_1,RoteNdao,NusaTenggaraTimur,Bali & NT,Rotendao,Nusatenggara Timur,0.5657313598495284,0.2212565440237301,-0.0960472719191882,0.1528202091791937,-0.6623993917666661,0,0,0,0.0,0.0
IDN.21.15_1,Sikka,NusaTenggaraTimur,Bali & NT,Sikka,Nusatenggara Timur,0.696006119288399,0.1680500079815173,-0.2277897371936745,0.1993225673332687,-0.9409305615229406,0,44,0,0.0,1.6532
IDN.21.17_1,SumbaBarat,NusaTenggaraTimur,Bali & NT,Sumba Barat,Nusatenggara Timur,0.5917784452113498,0.162463084358318,-0.0772833064998102,0.1709727147306982,-0.6699655095326483,0,1,0,0.0,0.301
IDN.21.19_1,SumbaTimur,NusaTenggaraTimur,Bali & NT,Sumba Timur,Nusatenggara Timur,0.5359051997433294,0.1800820436995087,-0.0322405693660037,0.1956896281808375,-0.5700818505902229,0,5,0,0.0,0.7782
IDN.21.20_1,TimorTengahSelatan,NusaTenggaraTimur,Bali & NT,Timor Tengah Selatan,Nusatenggara Timur,0.6224452125262735,0.1365089294273202,-0.1506803339683243,0.110954075099588,-0.7731255464945973,0,6,0,0.0,0.8451
IDN.21.21_1,TimorTengahUtara,NusaTenggaraTimur,Bali & NT,Timor Tengah Utara,Nusatenggara Timur,0.5927178417000655,0.1316709817953887,-0.1073057334315975,0.1066647481992237,-0.7000243277520111,0,18,1,0.301,1.2788
IDN.23.1_1,Asmat,Papua,Maluku & Papua,Asmat,Papua,0.5488335266889436,0.3230682572538546,-0.3516399686232268,0.1192768260192485,-0.8956582058080635,0,4,0,0.0,0.699
IDN.23.2_1,BiakNumfor,Papua,Maluku & Papua,Biaknumfor,Papua,0.6140330500961396,0.3226358674579522,-0.2928682732286307,0.2319284539759988,-0.9225732467537284,0,16,0,0.0,1.2304
IDN.23.3_1,BovenDigoel,Papua,Maluku & Papua,Bovendigoel,Papua,0.7263369415196177,0.1700084571359916,-0.366821656279309,0.0835067455392661,-1.0931561081845207,0,9,0,0.0,1.0
IDN.23.7_1,Jayapura,Papua,Maluku & Papua,Jayapura,Papua,0.8663245863195618,0.033188481204819,-0.5095550284234839,0.032720398613237,-1.3758796147430457,2,415,49,1.699,2.6191
IDN.23.8_1,Jayawijaya,Papua,Maluku & Papua,Jayawijaya,Papua,0.581102239658139,0.2917074238996432,-0.273574146157191,0.1339945461565063,-0.8560391259236813,0,110,6,0.8451,2.0453
