ADM1_NAME,ADM2_NAME,ADM2_CODE,NDVI_mean,NDVI_stdDev,NDBI_mean,NDBI_stdDev,urban_gradient_mean
Papua Barat,Kota Sorong,73751,0.6783867745401964,0.23739087492923772,-0.3298773461645907,0.14679364365698142,-1.012734858361389
Kepulauan-riau,Karimun,73690,0.5769687461253383,0.3902870760080661,-0.2926297336382532,0.18843921517809353,-0.8695139685180393
Kepulauan-riau,Natuna,73810,0.7025852485808068,0.25747912302032927,-0.3350868493375256,0.20040060414620495,-1.0448622027297068
Maluku,Maluku Tenggara Barat,73782,0.6984422456763452,0.2487657553350501,-0.299051536924111,0.19800075543303933,-1.002453987407019
Maluku Utara,Buru,73665,0.7522632962249012,0.22125697026066118,-0.3296713083251549,0.13166222077882897,-1.084066501425635
Riau,Bengkalis,73651,0.6199202786078597,0.302429014511699,-0.3299890398850736,0.16493342698201824,-0.9473040848317744
Riau,Indragiri Hulu,73684,0.766828554714889,0.1476225292750067,-0.3491658201691644,0.0948214688693883,-1.1157554873117592
Riau,Kampar,73688,0.7574009609486138,0.17888790244469618,-0.3415926654110603,0.09896430592591106,-1.0989648894237078
Riau,Kuantan Singingi,73764,0.7725616076829283,0.15095722862769603,-0.3265903293328355,0.10311355037361009,-1.0991308236237733
Riau,Pelalawan,73825,0.6480585212549919,0.22187277231082683,-0.31318242711425304,0.13121951455645664,-0.9608135801338086
Riau,Rokanhilir,73835,0.6991173186001751,0.21990641129325317,-0.30888199233100727,0.13729406985778503,-1.0078048931441665
Riau,Rokanhulu,73836,0.7625051268320343,0.17884571881868475,-0.34339953874429374,0.09901232430129525,-1.1057553017921502
